Subject Area,Mapping Name,Component Type,Component Name,Property Type,Property Value,Reusable,Unused/Unconnected Mapping
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Joiner,jnr_policy_updt,Cache Directory,$PMCacheDir/,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Joiner,jnr_policy_updt,Null ordering in master,Null Is Highest Value,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Joiner,jnr_policy_updt,Sorted Input,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Joiner,jnr_policy_updt,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Joiner,jnr_policy_updt,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Associated Source Definitions,T_INS_POL_1,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Sql Query,SELECT MSTR_ID FROM $$DB2OWNER.T_INS_POL WHERE REC_CRT_TS = (SELECT MAX(REC_CRT_TS) FROM $$DB2OWNER.T_INS_POL WHERE REC_MOD_USR_ID = '$$USERID'),NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_1203,Source Qualifier,SQ_T_INS_POL,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Target Definition,T_SCHEDULE_VALUATION_ALL_PORTS,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Target Definition,T_SCHEDULE_VALUATION_ALL_PORTS,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Target Definition,T_SCHEDULE_VALUATION_ALL_PORTS,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Expression,EXP_SCHED_VAL_CVR_ERR_RPT,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Expression,EXP_SCHED_VAL_CVR_ERR_RPT,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Null ordering,Null Is Highest Value,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Subsecond Precision,6,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup caching enabled,YES,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup table name,$$DB2OWNER.T_SCHED_VAL_CVR_EX,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Datetime Format,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup cache persistent,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Re-cache from lookup source,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup Data Cache Size,Auto,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Source Type,Database,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Output Old Value On Update,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Insert Else Update,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Synchronize Dynamic Cache,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup source is static,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Sorted Input,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Case Sensitive String Comparison,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Cache File Name Prefix,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup policy on multiple match,Use Any Value,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup Sql Override,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Dynamic Lookup Cache,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Connection Information,$Target,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup cache directory name,$PMCacheDir,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Update Else Insert,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup condition,MSTR_ID = IN_MSTR_ID AND EFF_DT = IN_EFF_DT AND CVG_TYP = IN_CVG_TYP AND CVG_SEQ_NUM = IN_CVG_SEQ_NUM AND RT_TYP = IN_RT_TYP,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup cache initialize,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Lookup Index Cache Size,Auto,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Update Dynamic Cache Condition,TRUE,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Pre-build lookup cache,Auto,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Recache if Stale,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Unconnected Lookup,LKP_TGT,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Associated Source Definitions,ASSCHEDULEDVALUATIONFIELD1,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Sql Query,"SELECT_x000D_
DISTINCT_x000D_
CAST(B.MSTR_ID AS VARCHAR(15))AS MSTR_ID,_x000D_
C.EFFECTIVEDATE AS EFF_DT,_x000D_
SUBSTR(A.FIELDNAME,14,3) AS CVG_TYP,_x000D_
TRIM(LEADING '0' FROM (SUBSTR(A.FIELDNAME,17,3))) AS CVG_SEQ_NUM,_x000D_
SUBSTR(A.FIELDNAME,4,10) AS RT_TYP,_x000D_
A.FLOATVALUE AS RT_VAL_x000D_
FROM _x000D_
$$DBOWNER.ASSCHEDULEDVALUATIONFIELD A_x000D_
LEFT OUTER JOIN _x000D_
(SELECT _x000D_
SCHEDULEDVALUATIONGUID, _x000D_
TEXTVALUE AS MSTR_ID _x000D_
 FROM _x000D_
$$DBOWNER.ASSCHEDULEDVALUATIONFIELD_x000D_
WHERE FIELDNAME='PolicyNumber' _x000D_
) B_x000D_
ON A.SCHEDULEDVALUATIONGUID=B.SCHEDULEDVALUATIONGUID_x000D_
JOIN $$DBOWNER.ASSCHEDULEDVALUATION C_x000D_
ON A.SCHEDULEDVALUATIONGUID=C.SCHEDULEDVALUATIONGUID _x000D_
JOIN $$DBOWNER.ASSYSTEMDATE D_x000D_
ON C.ACTIVEDATE=D.PREVIOUSSYSTEMDATE_x000D_
WHERE _x000D_
FIELDNAME LIKE 'CVG%' _x000D_
AND _x000D_
D.CURRENTINDICATOR = 'Y' _x000D_
AND _x000D_
B.MSTR_ID IS NOT NULL_x000D_
 ORDER BY MSTR_ID,EFF_DT,CVG_TYP,CVG_SEQ_NUM,RT_TYP ASC",NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Source Qualifier,SQ_ASSCHEDULEDVALUATIONFIELD,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Expression,EXP_SCHED_VAL_CVR_ERROR_CHECK,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Expression,EXP_SCHED_VAL_CVR_ERROR_CHECK,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Sorter,SRT_SCHED_VAL_CVR_EX,Work Directory,$PMTempDir,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Sorter,SRT_SCHED_VAL_CVR_EX,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Sorter,SRT_SCHED_VAL_CVR_EX,Case Sensitive,YES,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Sorter,SRT_SCHED_VAL_CVR_EX,Null Treated Low,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Sorter,SRT_SCHED_VAL_CVR_EX,Sorter Cache Size,Auto,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Sorter,SRT_SCHED_VAL_CVR_EX,Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Sorter,SRT_SCHED_VAL_CVR_EX,Transformation Scope,All Input,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Sorter,SRT_SCHED_VAL_CVR_EX,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Expression,EXP_SCHED_VAL_CVR_LOAD,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Expression,EXP_SCHED_VAL_CVR_LOAD,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Router,RTR_SCHED_VAL_CVR_EX,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Router,RTR_SCHED_VAL_CVR_EX,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Expression,EX_SCHED_VAL_CVR_EX,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_T_SCHED_VAL_CVR_EX_TBL_Load_Error_Report,Expression,EX_SCHED_VAL_CVR_EX,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Definition,T_INS_POL1,Add Currently Processed Flat File Name Port,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Definition,T_INS_POL1,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Definition,T_INS_POL1,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Definition,T_INS_POL1,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Associated Source Definitions,T_INS_POL1,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Source Qualifier,SQ_T_INS_POL,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Update Strategy,upd_delete_policy_data,Forward Rejected Rows,YES,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Update Strategy,upd_delete_policy_data,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Update Strategy,upd_delete_policy_data,Update Strategy Expression,DD_DELETE,NO,NO
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Update Strategy,upd_delete_policy_data,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Associated Source Definitions,T_INS_POL_TRAN,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Sql Query,"SELECT TRAN_ACT_GUID_CD, TRAN_ORIG_GUID_CD,TRAN_TYP_CD FROM $$DB2OWNER.T_INS_POL_TRAN WHERE REC_CRT_TS = (SELECT MAX(REC_CRT_TS) FROM $$DB2OWNER.T_INS_POL_TRAN)",NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Source Qualifier,SQ_T_INS_POL_TRAN,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Update Strategy,upd_policy_updt,Update Strategy Expression,DD_UPDATE,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Update Strategy,upd_policy_updt,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Update Strategy,upd_policy_updt,Forward Rejected Rows,YES,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Update Strategy,upd_policy_updt,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Expression,exp_policy_updt,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_update_opas_all_accord,Expression,exp_policy_updt,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_INS_POL_TRAN_TEMP,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_INS_POL_TRAN_TEMP,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_INS_POL_TRAN_TEMP,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_RDR_SURR_VAL_STTS_temp,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_RDR_SURR_VAL_STTS_temp,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_RDR_SURR_VAL_STTS_temp,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_POL_TRAN_POL_CHG_RDR_temp,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_POL_TRAN_POL_CHG_RDR_temp,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_POL_TRAN_POL_CHG_RDR_temp,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_POL_TRAN_DSBRS_RDR_temp,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_POL_TRAN_DSBRS_RDR_temp,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_POL_TRAN_DSBRS_RDR_temp,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_CVG_MO_ANNV_temp,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_CVG_MO_ANNV_temp,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_CVG_MO_ANNV_temp,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_MODE_PREM_PY_TEMP,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_MODE_PREM_PY_TEMP,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_MODE_PREM_PY_TEMP,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_POL_TRAN_COMM_TEMP,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_POL_TRAN_COMM_TEMP,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Target Definition,T_POL_TRAN_COMM_TEMP,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_CVG_MO_ANNV,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_CVG_MO_ANNV,Add Currently Processed Flat File Name Port,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_CVG_MO_ANNV,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_CVG_MO_ANNV,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_INS_POL_TRAN_FUND1,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_INS_POL_TRAN_FUND1,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_INS_POL_TRAN_FUND1,Add Currently Processed Flat File Name Port,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_INS_POL_TRAN_FUND1,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_POL_TRAN_FLD_CHG,Add Currently Processed Flat File Name Port,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_POL_TRAN_FLD_CHG,Decimal Separator,.,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_POL_TRAN_FLD_CHG,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Definition,T_POL_TRAN_FLD_CHG,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
